id,category_id,supplier_id,name,sku,price,cost,description,attributes,is_active
2764,24,33,Pro Beauty Beautiful,MCX-42-02764,65.99,46.9,High quality pro beauty beautiful from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 216}",True
2765,20,1,Eco Home Card,BBX-42-02765,620.31,346.28,High quality eco home card from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Plastic"", ""weight_kg"": 5.84}",True
2766,25,57,Premium Beauty Mouth,SCX-42-02766,103.06,70.38,High quality premium beauty mouth from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 1014}",True
2767,25,47,Eco Beauty Ball,SCX-42-02767,88.03,41.51,High quality eco beauty ball from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 1476}",True
2768,17,177,Deluxe Apparel Today,FSX-42-02768,127.4,88.76,High quality deluxe apparel today from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Green"", ""size"": ""XS"", ""material"": ""Plastic""}",True
2769,26,173,Eco Toys Step,BGX-42-02769,45.49,18.54,High quality eco toys step from BoardFun.,"{""brand"": ""BoardFun"", ""weight_g"": 1219}",True
2770,5,33,Premium Beauty Fall,BPC-42-02770,125.12,80.46,High quality premium beauty fall from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 1376}",True
2771,28,181,Premium Automotive Entire,CCX-42-02771,129.66,83.64,High quality premium automotive entire from TireSafe.,"{""brand"": ""TireSafe"", ""weight_g"": 1448}",True
2772,24,81,Ultra Beauty Cause,MCX-42-02772,9.31,5.0,High quality ultra beauty cause from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 192}",True
2773,13,150,Eco Electronics Power,AHX-42-02773,342.46,248.57,High quality eco electronics power from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Yellow"", ""weight_kg"": 1.61, ""warranty_years"": 2}",True
2774,25,199,Eco Beauty Fast,SCX-42-02774,78.8,48.5,High quality eco beauty fast from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 1054}",True
2775,4,136,Deluxe Sports Face,SOX-42-02775,81.19,52.44,High quality deluxe sports face from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Leather"", ""weight_kg"": 11.86}",True
2776,15,193,Pro Apparel Toward,FXY-42-02776,183.74,73.89,High quality pro apparel toward from ActiveFit.,"{""brand"": ""ActiveFit"", ""color"": ""Navy"", ""size"": ""M"", ""material"": ""Wool""}",True
2777,13,126,Eco Electronics Even,AHX-42-02777,598.03,245.53,High quality eco electronics even from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Navy"", ""weight_kg"": 4.33, ""warranty_years"": 2}",True
2778,29,10,Classic Grocery Address,BXY-42-02778,34.38,16.61,High quality classic grocery address from NatureDrop.,"{""brand"": ""NatureDrop"", ""organic"": true, ""expiration_days"": 67}",True
2779,10,131,Pro Office Products Site,OPX-42-02779,77.73,47.7,High quality pro office products site from DeskWork.,"{""brand"": ""DeskWork"", ""weight_g"": 104}",True
2780,13,126,Deluxe Electronics Brother,AHX-42-02780,375.67,231.38,High quality deluxe electronics brother from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Yellow"", ""weight_kg"": 1.6, ""warranty_years"": 3}",True
2781,9,172,Classic Grocery Pm,GGF-42-02781,27.46,20.2,High quality classic grocery pm from TastyBites.,"{""brand"": ""TastyBites"", ""organic"": false, ""expiration_days"": 347}",True
2782,26,70,Deluxe Toys Contain,BGX-42-02782,99.29,63.95,High quality deluxe toys contain from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 1004}",True
2783,24,95,Deluxe Beauty Where,MCX-42-02783,21.19,11.97,High quality deluxe beauty where from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 841}",True
2784,21,100,Ultra Sports Perhaps,FGX-42-02784,477.15,236.13,High quality ultra sports perhaps from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Plastic"", ""weight_kg"": 22.13}",True
2785,17,153,Premium Apparel Single,FSX-42-02785,174.1,115.87,High quality premium apparel single from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Green"", ""size"": ""XXL"", ""material"": ""Metal""}",True
2786,29,171,Deluxe Grocery City,BXY-42-02786,46.21,29.13,High quality deluxe grocery city from OrganicWay.,"{""brand"": ""OrganicWay"", ""organic"": false, ""expiration_days"": 10}",True
2787,7,121,Premium Toys Reason,TGX-42-02787,95.22,41.9,High quality premium toys reason from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 894}",True
2788,21,91,Ultra Sports Likely,FGX-42-02788,26.05,18.44,High quality ultra sports likely from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Cotton"", ""weight_kg"": 13.18}",True
2789,29,10,Smart Grocery Hope,BXY-42-02789,23.8,12.87,High quality smart grocery hope from TastyBites.,"{""brand"": ""TastyBites"", ""organic"": false, ""expiration_days"": 291}",True
2790,6,74,Classic Books System,BXY-42-02790,67.97,47.23,High quality classic books system from Penguin.,"{""brand"": ""Penguin"", ""weight_g"": 1402}",True
2791,28,23,Eco Automotive Continue,CCX-42-02791,140.0,81.3,High quality eco automotive continue from MotorMax.,"{""brand"": ""MotorMax"", ""weight_g"": 1207}",True
2792,6,143,Pro Books Every,BXY-42-02792,53.46,23.05,High quality pro books every from Springer.,"{""brand"": ""Springer"", ""weight_g"": 54}",True
2793,14,174,Smart Electronics Stay,SHD-42-02793,1192.83,524.03,High quality smart electronics stay from Quant.,"{""brand"": ""Quant"", ""color"": ""White"", ""weight_kg"": 1.45, ""warranty_years"": 5}",True
2794,13,107,Smart Electronics School,AHX-42-02794,282.21,167.95,High quality smart electronics school from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Black"", ""weight_kg"": 2.0, ""warranty_years"": 1}",True
2795,15,12,Pro Apparel Eat,FXY-42-02795,130.76,89.12,High quality pro apparel eat from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Red"", ""size"": ""M"", ""material"": ""Metal""}",True
2796,7,96,Eco Toys Memory,TGX-42-02796,98.34,52.47,High quality eco toys memory from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 1364}",True
2797,9,60,Pro Grocery Course,GGF-42-02797,49.92,31.86,High quality pro grocery course from OrganicWay.,"{""brand"": ""OrganicWay"", ""organic"": true, ""expiration_days"": 101}",True
2798,1,139,Eco Electronics Successful,EXY-42-02798,1497.83,1024.03,High quality eco electronics successful from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Red"", ""weight_kg"": 1.38, ""warranty_years"": 3}",True
2799,7,112,Ultra Toys News,TGX-42-02799,75.63,45.75,High quality ultra toys news from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 989}",True
2800,12,87,Classic Electronics Training,LCX-42-02800,37.73,22.37,High quality classic electronics training from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Yellow"", ""weight_kg"": 3.3, ""warranty_years"": 1}",True
2801,8,188,Premium Automotive Alone,AXY-42-02801,116.13,77.39,High quality premium automotive alone from DriveClean.,"{""brand"": ""DriveClean"", ""weight_g"": 651}",True
2802,8,141,Eco Automotive Gun,AXY-42-02802,98.88,68.78,High quality eco automotive gun from MotorMax.,"{""brand"": ""MotorMax"", ""weight_g"": 136}",True
2803,12,93,Classic Electronics Become,LCX-42-02803,460.17,307.13,High quality classic electronics become from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""White"", ""weight_kg"": 5.63, ""warranty_years"": 5}",True
2804,26,96,Premium Toys Check,BGX-42-02804,95.68,47.59,High quality premium toys check from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 869}",True
2805,27,179,Smart Toys Physical,AFD-42-02805,39.92,28.22,High quality smart toys physical from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 293}",True
2806,12,158,Pro Electronics World,LCX-42-02806,1439.36,803.33,High quality pro electronics world from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Pink"", ""weight_kg"": 3.02, ""warranty_years"": 5}",True
2807,14,84,Ultra Electronics Term,SHD-42-02807,1998.14,1471.14,High quality ultra electronics term from Quant.,"{""brand"": ""Quant"", ""color"": ""Black"", ""weight_kg"": 3.11, ""warranty_years"": 5}",True
2808,20,194,Classic Home Class,BBX-42-02808,505.57,295.82,High quality classic home class from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Wool"", ""weight_kg"": 9.63}",True
2809,10,198,Deluxe Office Products Third,OPX-42-02809,81.84,60.46,High quality deluxe office products third from OfficePro.,"{""brand"": ""OfficePro"", ""weight_g"": 326}",True
2810,24,7,Smart Beauty Mission,MCX-42-02810,142.94,66.48,High quality smart beauty mission from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 427}",True
2811,6,133,Pro Books Soldier,BXY-42-02811,48.58,21.62,High quality pro books soldier from Packt.,"{""brand"": ""Packt"", ""weight_g"": 865}",True
2812,3,90,Pro Home Itself,HKX-42-02812,759.67,455.21,High quality pro home itself from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Leather"", ""weight_kg"": 22.37}",True
2813,13,126,Smart Electronics Speech,AHX-42-02813,1970.83,1415.13,High quality smart electronics speech from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Silver"", ""weight_kg"": 4.75, ""warranty_years"": 2}",True
2814,7,96,Deluxe Toys Identify,TGX-42-02814,92.66,60.89,High quality deluxe toys identify from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 1188}",True
2815,17,117,Ultra Apparel Economy,FSX-42-02815,144.92,80.84,High quality ultra apparel economy from ActiveFit.,"{""brand"": ""ActiveFit"", ""color"": ""Green"", ""size"": ""XS"", ""material"": ""Metal""}",True
2816,4,78,Smart Sports Recent,SOX-42-02816,131.13,60.38,High quality smart sports recent from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Leather"", ""weight_kg"": 2.84}",True
2817,7,169,Deluxe Toys Less,TGX-42-02817,68.07,31.75,High quality deluxe toys less from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 366}",True
2818,5,80,Premium Beauty She,BPC-42-02818,6.43,2.58,High quality premium beauty she from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 659}",True
2819,2,165,Pro Apparel Public,AXY-42-02819,195.99,126.3,High quality pro apparel public from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Navy"", ""size"": ""XXL"", ""material"": ""Polyester""}",True
2820,26,89,Deluxe Toys Computer,BGX-42-02820,91.53,57.8,High quality deluxe toys computer from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 632}",True
2821,24,200,Premium Beauty Develop,MCX-42-02821,86.78,41.33,High quality premium beauty develop from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 468}",True
2822,17,153,Eco Apparel Participant,FSX-42-02822,104.18,47.23,High quality eco apparel participant from UrbanStyle.,"{""brand"": ""UrbanStyle"", ""color"": ""Yellow"", ""size"": ""S"", ""material"": ""Cotton""}",True
2823,19,138,Deluxe Home Similar,FXY-42-02823,439.01,274.62,High quality deluxe home similar from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Metal"", ""weight_kg"": 4.41}",True
2824,26,173,Premium Toys Thousand,BGX-42-02824,113.38,50.73,High quality premium toys thousand from BoardFun.,"{""brand"": ""BoardFun"", ""weight_g"": 1321}",True
2825,23,166,Ultra Sports Hair,CBX-42-02825,79.91,46.47,High quality ultra sports hair from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Leather"", ""weight_kg"": 1.26}",True
2826,30,152,Deluxe Grocery Arm,SSX-42-02826,49.68,27.32,High quality deluxe grocery arm from OrganicWay.,"{""brand"": ""OrganicWay"", ""organic"": false, ""expiration_days"": 296}",True
2827,29,172,Smart Grocery Quality,BXY-42-02827,21.23,15.29,High quality smart grocery quality from OrganicWay.,"{""brand"": ""OrganicWay"", ""organic"": false, ""expiration_days"": 215}",True
2828,18,20,Eco Home Everything,KAX-42-02828,705.29,303.14,High quality eco home everything from CozyLiving.,"{""brand"": ""CozyLiving"", ""material"": ""Leather"", ""weight_kg"": 15.88}",True
2829,1,108,Smart Electronics Someone,EXY-42-02829,1239.06,673.01,High quality smart electronics someone from Quant.,"{""brand"": ""Quant"", ""color"": ""Navy"", ""weight_kg"": 2.73, ""warranty_years"": 5}",True
2830,5,189,Eco Beauty Ten,BPC-42-02830,115.85,83.46,High quality eco beauty ten from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 63}",True
2831,10,94,Classic Office Products Business,OPX-42-02831,79.74,40.47,High quality classic office products business from PaperMate.,"{""brand"": ""PaperMate"", ""weight_g"": 384}",True
2832,11,87,Pro Electronics Area,SXY-42-02832,1929.44,1215.21,High quality pro electronics area from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Navy"", ""weight_kg"": 2.59, ""warranty_years"": 5}",True
2833,4,37,Ultra Sports Computer,SOX-42-02833,30.66,17.52,High quality ultra sports computer from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Polyester"", ""weight_kg"": 12.66}",True
2834,12,8,Smart Electronics Majority,LCX-42-02834,467.0,200.88,High quality smart electronics majority from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Silver"", ""weight_kg"": 7.73, ""warranty_years"": 2}",True
2835,23,97,Smart Sports Inside,CBX-42-02835,417.5,275.75,High quality smart sports inside from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Leather"", ""weight_kg"": 13.13}",True
2836,7,70,Eco Toys Maybe,TGX-42-02836,60.56,28.25,High quality eco toys maybe from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 651}",True
2837,28,105,Smart Automotive Fish,CCX-42-02837,86.14,47.98,High quality smart automotive fish from AutoPro.,"{""brand"": ""AutoPro"", ""weight_g"": 604}",True
2838,16,114,Smart Apparel Maybe,FXY-42-02838,14.88,9.86,High quality smart apparel maybe from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Silver"", ""size"": ""S"", ""material"": ""Plastic""}",True
2839,3,1,Classic Home Skin,HKX-42-02839,558.09,315.13,High quality classic home skin from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Polyester"", ""weight_kg"": 19.77}",True
2840,21,39,Deluxe Sports Soldier,FGX-42-02840,488.84,313.26,High quality deluxe sports soldier from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Polyester"", ""weight_kg"": 12.34}",True
2841,8,44,Premium Automotive Win,AXY-42-02841,259.84,157.87,High quality premium automotive win from MotorMax.,"{""brand"": ""MotorMax"", ""weight_g"": 770}",True
2842,13,87,Deluxe Electronics No,AHX-42-02842,1943.77,802.71,High quality deluxe electronics no from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Pink"", ""weight_kg"": 6.38, ""warranty_years"": 1}",True
2843,12,93,Eco Electronics East,LCX-42-02843,1098.33,469.72,High quality eco electronics east from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Blue"", ""weight_kg"": 7.17, ""warranty_years"": 5}",True
2844,9,46,Eco Grocery Hundred,GGF-42-02844,36.48,22.5,High quality eco grocery hundred from NatureDrop.,"{""brand"": ""NatureDrop"", ""organic"": true, ""expiration_days"": 318}",True
2845,22,66,Pro Sports Result,ORX-42-02845,461.3,192.09,High quality pro sports result from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Cotton"", ""weight_kg"": 1.74}",True
2846,1,126,Premium Electronics Season,EXY-42-02846,506.74,349.7,High quality premium electronics season from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Red"", ""weight_kg"": 2.62, ""warranty_years"": 3}",True
2847,4,136,Deluxe Sports In,SOX-42-02847,141.76,57.62,High quality deluxe sports in from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Wool"", ""weight_kg"": 4.87}",True
2848,26,154,Pro Toys Matter,BGX-42-02848,12.65,5.99,High quality pro toys matter from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 378}",True
2849,25,159,Classic Beauty Everybody,SCX-42-02849,111.05,53.69,High quality classic beauty everybody from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 1451}",True
2850,9,191,Eco Grocery Check,GGF-42-02850,48.66,32.13,High quality eco grocery check from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": true, ""expiration_days"": 87}",True
2851,13,93,Premium Electronics Nice,AHX-42-02851,331.75,213.72,High quality premium electronics nice from Quant.,"{""brand"": ""Quant"", ""color"": ""Red"", ""weight_kg"": 5.57, ""warranty_years"": 2}",True
2852,28,55,Pro Automotive Truth,CCX-42-02852,218.1,113.39,High quality pro automotive truth from DriveClean.,"{""brand"": ""DriveClean"", ""weight_g"": 459}",True
2853,2,59,Classic Apparel Learn,AXY-42-02853,124.93,70.45,High quality classic apparel learn from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Pink"", ""size"": ""XL"", ""material"": ""Cotton""}",True
2854,25,189,Smart Beauty Actually,SCX-42-02854,126.86,72.38,High quality smart beauty actually from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 137}",True
2855,20,29,Premium Home Fight,BBX-42-02855,47.21,30.11,High quality premium home fight from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Metal"", ""weight_kg"": 21.71}",True
2856,3,16,Ultra Home Within,HKX-42-02856,171.76,120.17,High quality ultra home within from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Wood"", ""weight_kg"": 2.96}",True
2857,11,109,Premium Electronics Subject,SXY-42-02857,565.84,293.37,High quality premium electronics subject from Volt.,"{""brand"": ""Volt"", ""color"": ""Silver"", ""weight_kg"": 6.42, ""warranty_years"": 2}",True
2858,6,28,Premium Books List,BXY-42-02858,16.02,10.09,High quality premium books list from OReilly.,"{""brand"": ""OReilly"", ""weight_g"": 981}",True
2859,26,173,Premium Toys Idea,BGX-42-02859,83.95,38.25,High quality premium toys idea from BoardFun.,"{""brand"": ""BoardFun"", ""weight_g"": 512}",True
2860,20,98,Classic Home Resource,BBX-42-02860,547.32,310.12,High quality classic home resource from CozyLiving.,"{""brand"": ""CozyLiving"", ""material"": ""Metal"", ""weight_kg"": 7.76}",True
2861,24,159,Smart Beauty Four,MCX-42-02861,143.99,60.45,High quality smart beauty four from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 1361}",True
2862,29,43,Classic Grocery Next,BXY-42-02862,5.84,3.87,High quality classic grocery next from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": true, ""expiration_days"": 326}",True
2863,19,61,Pro Home Result,FXY-42-02863,587.42,353.51,High quality pro home result from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Wood"", ""weight_kg"": 24.95}",True
2864,5,199,Eco Beauty Analysis,BPC-42-02864,64.08,31.2,High quality eco beauty analysis from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 55}",True
2865,12,87,Pro Electronics Bill,LCX-42-02865,1952.92,875.4,High quality pro electronics bill from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Pink"", ""weight_kg"": 2.48, ""warranty_years"": 2}",True
2866,12,108,Premium Electronics Whose,LCX-42-02866,1629.65,1169.32,High quality premium electronics whose from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Green"", ""weight_kg"": 4.18, ""warranty_years"": 1}",True
2867,11,174,Premium Electronics Night,SXY-42-02867,1628.95,875.85,High quality premium electronics night from Quant.,"{""brand"": ""Quant"", ""color"": ""Green"", ""weight_kg"": 1.99, ""warranty_years"": 1}",True
2868,12,8,Eco Electronics Public,LCX-42-02868,275.95,161.66,High quality eco electronics public from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Green"", ""weight_kg"": 2.2, ""warranty_years"": 1}",True
2869,20,115,Ultra Home Health,BBX-42-02869,476.4,192.39,High quality ultra home health from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Polyester"", ""weight_kg"": 24.72}",True
2870,2,193,Classic Apparel Three,AXY-42-02870,55.08,22.59,High quality classic apparel three from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Black"", ""size"": ""XL"", ""material"": ""Metal""}",True
2871,11,84,Pro Electronics Lay,SXY-42-02871,1383.35,924.89,High quality pro electronics lay from Volt.,"{""brand"": ""Volt"", ""color"": ""Navy"", ""weight_kg"": 3.79, ""warranty_years"": 3}",True
2872,8,40,Pro Automotive Popular,AXY-42-02872,174.47,120.13,High quality pro automotive popular from AutoPro.,"{""brand"": ""AutoPro"", ""weight_g"": 151}",True
2873,20,148,Deluxe Home Why,BBX-42-02873,433.76,180.03,High quality deluxe home why from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Plastic"", ""weight_kg"": 22.97}",True
2874,16,85,Classic Apparel Reach,FXY-42-02874,135.7,66.52,High quality classic apparel reach from UrbanStyle.,"{""brand"": ""UrbanStyle"", ""color"": ""Silver"", ""size"": ""XS"", ""material"": ""Plastic""}",True
2875,10,186,Classic Office Products Toward,OPX-42-02875,96.3,48.01,High quality classic office products toward from StapleMax.,"{""brand"": ""StapleMax"", ""weight_g"": 511}",True
2876,17,25,Smart Apparel Explain,FSX-42-02876,33.63,13.64,High quality smart apparel explain from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Pink"", ""size"": ""XL"", ""material"": ""Wood""}",True
2877,12,137,Deluxe Electronics Government,LCX-42-02877,713.77,338.31,High quality deluxe electronics government from Volt.,"{""brand"": ""Volt"", ""color"": ""Blue"", ""weight_kg"": 3.25, ""warranty_years"": 5}",True
2878,6,38,Ultra Books Expect,BXY-42-02878,50.99,32.64,High quality ultra books expect from Penguin.,"{""brand"": ""Penguin"", ""weight_g"": 1060}",True
2879,20,98,Pro Home Example,BBX-42-02879,56.08,36.16,High quality pro home example from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Leather"", ""weight_kg"": 24.25}",True
2880,14,56,Classic Electronics Suffer,SHD-42-02880,1625.5,1128.3,High quality classic electronics suffer from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Green"", ""weight_kg"": 0.34, ""warranty_years"": 1}",True
2881,10,144,Pro Office Products Billion,OPX-42-02881,86.51,39.27,High quality pro office products billion from DeskWork.,"{""brand"": ""DeskWork"", ""weight_g"": 82}",True
2882,5,47,Classic Beauty Especially,BPC-42-02882,56.23,42.06,High quality classic beauty especially from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 105}",True
2883,3,75,Premium Home Real,HKX-42-02883,764.59,488.05,High quality premium home real from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Leather"", ""weight_kg"": 17.15}",True
2884,21,65,Classic Sports Pattern,FGX-42-02884,214.46,146.51,High quality classic sports pattern from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Cotton"", ""weight_kg"": 9.0}",True
2885,15,153,Classic Apparel Include,FXY-42-02885,21.75,9.68,High quality classic apparel include from ActiveFit.,"{""brand"": ""ActiveFit"", ""color"": ""White"", ""size"": ""S"", ""material"": ""Leather""}",True
2886,19,61,Premium Home Main,FXY-42-02886,256.46,153.49,High quality premium home main from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Metal"", ""weight_kg"": 18.43}",True
2887,12,87,Eco Electronics Spring,LCX-42-02887,212.21,145.17,High quality eco electronics spring from Quant.,"{""brand"": ""Quant"", ""color"": ""Navy"", ""weight_kg"": 0.53, ""warranty_years"": 5}",True
2888,4,160,Eco Sports Republican,SOX-42-02888,467.12,199.92,High quality eco sports republican from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Wood"", ""weight_kg"": 24.13}",True
2889,30,50,Ultra Grocery So,SSX-42-02889,42.69,23.12,High quality ultra grocery so from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": false, ""expiration_days"": 208}",True
2890,29,13,Classic Grocery Effort,BXY-42-02890,28.58,13.38,High quality classic grocery effort from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": false, ""expiration_days"": 331}",True
2891,22,136,Premium Sports Similar,ORX-42-02891,232.7,137.63,High quality premium sports similar from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Glass"", ""weight_kg"": 1.7}",True
2892,6,58,Deluxe Books Remember,BXY-42-02892,79.56,51.15,High quality deluxe books remember from Packt.,"{""brand"": ""Packt"", ""weight_g"": 231}",True
2893,18,51,Eco Home Per,KAX-42-02893,206.82,83.16,High quality eco home per from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Wool"", ""weight_kg"": 4.52}",True
2894,20,75,Ultra Home Speech,BBX-42-02894,354.5,171.81,High quality ultra home speech from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Glass"", ""weight_kg"": 5.71}",True
2895,22,71,Pro Sports Day,ORX-42-02895,109.11,81.77,High quality pro sports day from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Metal"", ""weight_kg"": 1.48}",True
2896,28,181,Deluxe Automotive Nature,CCX-42-02896,276.86,141.96,High quality deluxe automotive nature from DriveClean.,"{""brand"": ""DriveClean"", ""weight_g"": 858}",True
2897,30,149,Eco Grocery Green,SSX-42-02897,20.05,14.05,High quality eco grocery green from TastyBites.,"{""brand"": ""TastyBites"", ""organic"": false, ""expiration_days"": 94}",True
2898,15,120,Eco Apparel Research,FXY-42-02898,184.5,113.96,High quality eco apparel research from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Gray"", ""size"": ""XXL"", ""material"": ""Plastic""}",True
2899,21,71,Ultra Sports Road,FGX-42-02899,28.13,13.6,High quality ultra sports road from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Polyester"", ""weight_kg"": 6.66}",True
2900,1,56,Deluxe Electronics Couple,EXY-42-02900,858.09,399.97,High quality deluxe electronics couple from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Pink"", ""weight_kg"": 2.3, ""warranty_years"": 2}",True
2901,7,89,Smart Toys Form,TGX-42-02901,64.41,27.36,High quality smart toys form from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 1295}",True
2902,1,150,Classic Electronics Officer,EXY-42-02902,1351.88,697.56,High quality classic electronics officer from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Blue"", ""weight_kg"": 6.76, ""warranty_years"": 3}",True
2903,5,200,Pro Beauty Action,BPC-42-02903,61.41,44.23,High quality pro beauty action from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 943}",True
2904,19,148,Smart Home Remember,FXY-42-02904,493.34,209.33,High quality smart home remember from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Polyester"", ""weight_kg"": 1.22}",True
2905,23,100,Ultra Sports Across,CBX-42-02905,395.36,294.4,High quality ultra sports across from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Wool"", ""weight_kg"": 19.45}",True
2906,14,137,Ultra Electronics Theory,SHD-42-02906,1454.92,658.63,High quality ultra electronics theory from Quant.,"{""brand"": ""Quant"", ""color"": ""Yellow"", ""weight_kg"": 3.79, ""warranty_years"": 2}",True
2907,7,24,Eco Toys Author,TGX-42-02907,55.56,36.34,High quality eco toys author from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 865}",True
2908,13,174,Deluxe Electronics Actually,AHX-42-02908,611.5,346.93,High quality deluxe electronics actually from Quant.,"{""brand"": ""Quant"", ""color"": ""Black"", ""weight_kg"": 1.74, ""warranty_years"": 3}",True
2909,2,73,Smart Apparel Its,AXY-42-02909,81.91,33.75,High quality smart apparel its from ActiveFit.,"{""brand"": ""ActiveFit"", ""color"": ""Silver"", ""size"": ""XL"", ""material"": ""Metal""}",True
